City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,nezhinka,51.7676,55.3694,-11.91,85,0,1.0,RU,1675430617
362,ketchikan,55.3422,-131.6461,4.26,93,100,0.0,US,1675430618
363,sitka,57.0531,-135.33,3.94,87,75,1.54,US,1675430618
364,borogontsy,62.6683,131.1683,-29.32,97,100,3.04,RU,1675430618
365,bauchi,10.5,10.0,34.48,11,40,4.6,NG,1675430619
366,bezhetsk,57.7851,36.6965,-0.85,97,100,2.48,RU,1675430619
367,ozinki,51.1786,49.6769,-3.97,96,100,2.21,RU,1675430620
368,vostok,46.4856,135.8833,-21.52,99,100,1.97,RU,1675430620
369,condoto,5.0935,-76.6497,23.85,95,100,0.76,CO,1675430621
370,najran,17.4924,44.1277,24.36,19,100,5.65,SA,1675430621
371,bilibino,68.0546,166.4372,-23.34,100,20,2.33,RU,1675430622
372,chicama,-7.8447,-79.1469,18.3,73,91,1.5,PE,1675430622
373,ankang,32.68,109.0172,8.52,54,9,0.74,CN,1675430622
374,belmopan,17.25,-88.7667,21.21,97,20,0.22,BZ,1675430623
375,nijar,36.9665,-2.206,14.25,51,0,3.09,ES,1675430623
376,hervey bay,-25.2986,152.8535,27.05,85,100,5.48,AU,1675430624
377,hamamatsu,34.7,137.7333,5.57,59,7,0.45,JP,1675430624
378,olafsvik,64.8945,-23.7142,1.71,97,100,13.52,IS,1675430625
379,luba,3.4568,8.5547,29.94,78,48,2.64,GQ,1675430625
380,jieshi,22.8134,115.8257,16.66,82,9,8.13,CN,1675430626
381,mwinilunga,-11.7358,24.4293,25.26,63,95,0.91,ZM,1675430626
382,anadyr,64.75,177.4833,-19.72,77,0,1.0,RU,1675430626
383,boa vista,2.8197,-60.6733,27.99,61,75,7.72,BR,1675430627
384,codrington,-38.2667,141.9667,13.08,72,78,7.4,AU,1675430627
385,buchanan,5.8808,-10.0467,29.39,67,40,4.08,LR,1675430628
386,luwuk,-0.9516,122.7875,25.39,81,100,1.4,ID,1675430628
387,abalak,58.1286,68.5944,-14.25,97,89,1.39,RU,1675430629
388,celestun,20.8667,-90.4,23.25,85,75,5.82,MX,1675430629
389,bilma,18.6853,12.9164,28.35,9,100,3.7,NE,1675430630
390,san patricio,28.017,-97.5169,6.58,91,0,4.12,US,1675430631
391,salisbury,51.0693,-1.7957,12.6,78,75,8.23,GB,1675430632
392,rosetta,31.4044,30.4164,15.3,64,98,2.99,EG,1675430632
393,ponnani,10.767,75.9252,26.62,66,93,2.11,IN,1675430633
394,alice springs,-23.7,133.8833,19.75,64,0,2.57,AU,1675430362
395,muncar,-8.4333,114.3333,24.97,89,100,1.15,ID,1675430633
396,souillac,-20.5167,57.5167,28.21,78,75,5.14,MU,1675430634
397,butterworth,5.3991,100.3638,25.03,99,40,1.03,MY,1675430634
398,dundee,56.5,-2.9667,9.73,78,75,5.14,GB,1675430635
399,tilichiki,60.4667,166.1,-20.67,94,100,4.3,RU,1675430635
400,williams lake,52.1415,-122.1445,0.76,83,75,6.17,CA,1675430635
401,srivardhan,18.0333,73.0167,25.26,61,100,4.03,IN,1675430636
402,talara,-4.5772,-81.2719,24.42,69,75,4.12,PE,1675430636
403,montrose,38.4166,-108.2673,-10.31,63,12,1.25,US,1675430597
404,cine,37.6117,28.0614,5.67,65,100,3.09,TR,1675430637
405,baijiantan,45.6333,85.1833,-9.26,93,100,1.66,CN,1675430637
406,lata,40.1629,-8.3327,17.82,38,0,0.95,PT,1675430638
407,mizdah,31.4451,12.9801,14.56,43,10,8.0,LY,1675430638
408,macas,-2.3167,-78.1167,19.86,82,20,1.03,EC,1675430639
409,collie,-33.3667,116.15,22.02,35,100,2.68,AU,1675430639
410,loding,67.3,14.75,-4.64,61,0,7.72,NO,1675430639
411,pulawy,51.4166,21.9694,2.06,75,100,2.24,PL,1675430640
412,elizabeth city,36.2946,-76.2511,7.01,85,20,5.14,US,1675430097
413,santa rosa,14.3122,121.1114,27.28,78,81,5.47,PH,1675430640
414,kangaatsiaq,68.3065,-53.4641,-14.35,95,100,1.54,GL,1675430641
415,baykit,61.67,96.37,-21.44,100,95,1.39,RU,1675430641
416,taoudenni,22.6783,-3.9836,18.55,15,100,7.33,ML,1675430643
417,porbandar,21.6422,69.6093,25.29,37,5,3.63,IN,1675430645
418,bathsheba,13.2167,-59.5167,27.34,65,40,9.26,BB,1675430647
419,horsens,55.8607,9.8503,7.37,85,100,10.67,DK,1675430648
420,peleduy,59.6289,112.7406,-12.87,94,100,2.86,RU,1675430651
421,marsh harbour,26.5412,-77.0636,23.63,77,0,5.4,BS,1675430654
422,salalah,17.0151,54.0924,25.05,61,0,3.09,OM,1675430656
423,lensk,60.7253,114.9278,-15.88,95,100,3.43,RU,1675430434
424,thongwa,16.7619,96.5278,28.09,56,4,3.23,MM,1675430661
425,edd,13.9297,41.6925,26.16,76,100,5.75,ER,1675430664
426,edea,3.8,10.1333,38.25,29,64,1.31,CM,1675430667
427,kayes,14.0,-11.0,33.28,7,11,3.21,ML,1675430670
428,gamba,-2.65,10.0,29.1,74,54,4.07,GA,1675430671
429,yurty,56.0498,97.6348,-15.75,99,100,1.29,RU,1675430671
430,fallanden,47.3717,8.6387,9.64,62,40,5.14,CH,1675430672
431,vila do maio,15.1333,-23.2167,26.44,73,82,7.96,CV,1675430673
432,knysna,-34.0363,23.0471,24.37,62,9,4.21,ZA,1675430673
433,merritt island,28.5392,-80.672,21.16,84,0,5.81,US,1675430627
434,bentiu,9.2333,29.8333,35.55,7,64,3.69,SS,1675430674
435,beihai,21.4833,109.1,18.7,90,100,6.05,CN,1675430674
436,dicabisagan,17.0818,122.4157,23.83,85,97,3.01,PH,1675430675
437,kankon,15.0167,74.0167,27.08,58,100,4.74,IN,1675430675
438,kamaishi,39.2667,141.8833,-2.25,68,100,2.8,JP,1675430676
439,khingansk,49.1167,131.1833,-26.94,100,35,0.42,RU,1675430676
440,oksfjord,70.2396,22.3479,-3.9,84,13,3.03,NO,1675430677
441,porkhov,57.765,29.5561,-3.15,89,100,2.36,RU,1675430677
442,papagaios,-19.4492,-44.7478,25.73,68,62,3.09,BR,1675430677
443,kwinana,-32.25,115.7667,29.54,31,100,4.45,AU,1675430678
444,limoux,42.9167,2.1667,11.5,46,14,3.92,FR,1675430678
445,plettenberg bay,-34.0527,23.3716,21.99,69,26,4.05,ZA,1675430679
446,broken hill,-31.95,141.4333,15.31,45,5,6.31,AU,1675430679
447,saryozek,44.3583,77.9753,0.97,96,100,1.51,KZ,1675430680
448,zhigalovo,54.8097,105.1578,-11.81,98,100,1.5,RU,1675430680
449,uhlove,44.8215,33.6045,6.68,72,87,4.25,UA,1675430681
450,mushie,-3.0167,16.9,34.29,39,45,2.27,CD,1675430681
451,tyler,32.3513,-95.3011,3.03,95,100,3.09,US,1675430682
452,tagusao,9.1924,117.8141,26.0,85,99,3.07,PH,1675430683
453,coihueco,-36.6167,-71.8333,20.41,52,0,3.6,CL,1675430683
454,fuente de oro,3.4594,-73.6128,26.2,42,100,2.26,CO,1675430684
455,araguacu,-12.9306,-49.8264,27.12,81,67,1.84,BR,1675430684
456,andenes,69.3143,16.1194,-3.37,79,0,5.14,NO,1675430510
457,lorengau,-2.0226,147.2712,27.66,72,100,0.89,PG,1675430685
458,mackay,-21.15,149.2,25.93,84,100,2.78,AU,1675430685
459,sao francisco do sul,-26.2433,-48.6381,26.95,89,40,2.57,BR,1675430686
460,banfora,10.6333,-4.7667,36.23,8,5,3.31,BF,1675430686
461,sorong,-0.8833,131.25,26.81,81,100,5.63,ID,1675430686
462,talas,38.6908,35.5538,2.37,48,40,2.06,TR,1675430687
463,umm lajj,25.0213,37.2685,23.18,33,0,4.98,SA,1675430687
464,kalabo,-14.97,22.6814,29.88,45,80,2.05,ZM,1675430688
465,churapcha,62.0025,132.4325,-29.33,99,99,2.47,RU,1675430688
466,suraabad,40.8192,49.4687,5.55,72,100,4.33,AZ,1675430689
467,union city,37.5958,-122.0192,13.52,61,100,4.12,US,1675430650
468,puerto el triunfo,13.2833,-88.55,27.51,63,2,2.59,SV,1675430689
469,chakia,26.4167,85.05,17.88,46,6,4.02,IN,1675430690
470,soc trang,9.6033,105.98,25.23,77,37,5.88,VN,1675430690
471,pinawa,50.1489,-95.8811,-27.37,93,100,1.85,CA,1675430690
472,kudahuvadhoo,2.6708,72.8944,26.65,70,100,6.8,MV,1675430691
473,aksu,41.1231,80.2644,-5.3,81,1,1.23,CN,1675430691
474,linjiang,41.8069,126.9078,-17.67,96,24,0.32,CN,1675430692
475,inhambane,-23.865,35.3833,31.99,51,40,4.12,MZ,1675430692
476,pasighat,28.0667,95.3333,19.33,34,1,2.17,IN,1675430692
477,camacha,33.0833,-16.3333,15.68,48,20,5.14,PT,1675430693
478,ghanzi,-21.5667,21.7833,30.23,41,61,4.57,BW,1675430693
479,gimli,50.6336,-96.9907,-26.99,69,100,4.63,CA,1675430694
480,atar,20.5169,-13.0499,24.73,9,100,5.84,MR,1675430694
481,omsukchan,62.5333,155.8,-30.43,100,100,1.83,RU,1675430694
482,marzuq,14.4,46.4667,28.43,15,5,3.68,YE,1675430695
483,juegang,32.3174,121.1855,3.84,68,100,2.85,CN,1675430695
484,tabas,33.5959,56.9244,16.12,33,0,2.06,IR,1675430696
485,kautokeino,69.0125,23.0412,-19.35,100,100,1.31,NO,1675430696
486,garowe,8.4054,48.4845,32.35,16,5,6.79,SO,1675430697
487,metro,-5.1131,105.3067,25.06,90,100,2.26,ID,1675430697
488,shenjiamen,29.9576,122.298,6.87,64,100,3.01,CN,1675430698
489,meadow lake,34.8014,-106.5436,2.85,52,0,1.32,US,1675430698
490,novo aripuana,-5.1206,-60.3797,25.47,92,29,1.64,BR,1675430698
491,oshkosh,44.0247,-88.5426,-21.68,68,0,4.12,US,1675430699
492,margate,51.3813,1.3862,13.28,73,92,3.58,GB,1675430700
493,korem,12.5058,39.5228,18.27,40,100,4.29,ET,1675430700
494,san juan de los morros,9.9115,-67.3538,24.4,53,4,1.5,VE,1675430701
495,pratapgarh,24.0333,74.7833,20.68,23,5,2.16,IN,1675430701
496,bakchar,57.0186,82.0711,-13.94,98,100,0.18,RU,1675430703
497,luganville,-15.5333,167.1667,26.62,84,32,0.92,VU,1675430705
498,berezovyy,51.6667,135.7,-28.03,97,6,1.67,RU,1675430708
499,verkhnyaya sinyachikha,57.976,61.6673,-9.49,97,94,1.61,RU,1675430709
500,verkhoyansk,67.5447,133.385,-36.73,99,99,0.82,RU,1675430710
501,kothapet,19.3333,79.4833,25.13,16,10,2.28,IN,1675430711
502,sirajganj,24.45,89.7167,18.91,61,8,1.92,BD,1675430713
503,khromtau,50.2503,58.4347,-14.4,95,5,3.96,KZ,1675430715
504,volgorechensk,57.4393,41.1555,-2.52,96,100,3.89,RU,1675430719
505,ewa beach,21.3156,-158.0072,22.77,84,20,1.54,US,1675430719
506,taywarah,33.35,64.4167,-2.79,92,63,1.65,AF,1675430721
507,san agustin,20.5333,-103.4667,12.51,54,0,1.54,MX,1675430726
508,nishihara,26.1842,127.7558,16.6,75,100,6.17,JP,1675430731
509,piet retief,-27.0071,30.8132,23.41,71,13,2.26,ZA,1675430731
510,nieuw nickerie,5.95,-56.9833,25.06,84,14,2.59,SR,1675430732
511,babati,-4.2167,35.75,29.58,32,100,5.87,TZ,1675430732
512,salym,60.0625,71.4789,-16.03,99,93,1.6,RU,1675430733
513,ranfurly,-45.1333,170.1,19.5,74,50,1.34,NZ,1675430733
514,naze,28.3667,129.4833,14.51,71,100,5.68,JP,1675430734
515,komsomolskiy,40.4272,71.7189,6.4,87,100,3.09,UZ,1675430734
516,labuhan,-6.8844,112.2051,26.14,83,100,1.64,ID,1675430735
517,leninsk,48.7119,45.1994,-1.02,92,100,1.45,RU,1675430735
518,necochea,-38.5473,-58.7368,21.94,57,4,5.3,AR,1675430736
519,khash,28.2211,61.2158,17.33,43,4,5.36,IR,1675430736
520,amapa,1.0,-52.0,23.93,90,100,1.77,BR,1675430737
521,astara,38.5,48.6667,7.99,74,69,0.4,AZ,1675430737
522,lincoln,40.8,-96.667,-14.91,76,0,2.57,US,1675430504
523,karatuzskoye,53.6072,92.8667,-20.49,99,94,0.66,RU,1675430738
524,mehamn,71.0357,27.8492,-1.05,80,100,3.6,NO,1675430738
525,vazante,-17.9869,-46.9078,25.65,66,34,2.37,BR,1675430739
526,kosa,59.9445,54.9977,-6.1,95,100,2.69,RU,1675430739
527,chum phae,16.5443,102.0992,26.85,59,65,0.89,TH,1675430739
528,kaspiysk,42.8816,47.6392,4.1,75,100,4.02,RU,1675430740
529,bontang,0.1333,117.5,25.58,84,49,1.64,ID,1675430740
530,alofi,-19.0595,-169.9187,23.94,100,100,4.63,NU,1675430741
531,nsoko,-27.0333,31.95,31.59,50,62,3.04,SZ,1675430736
532,malpe,13.35,74.7167,29.61,64,0,3.04,IN,1675430741
533,sur,22.5667,59.5289,23.3,55,0,2.74,OM,1675430742
534,maniitsoq,65.4167,-52.9,-15.85,87,100,3.42,GL,1675430742
535,conde,-7.2597,-34.9075,30.7,58,75,6.69,BR,1675430743
536,homer,59.6425,-151.5483,-1.07,86,100,1.54,US,1675430743
537,olinda,-8.0089,-34.8553,28.85,61,40,4.63,BR,1675430744
538,le port,-20.9373,55.2919,28.0,80,75,1.5,RE,1675430744
539,hamilton,39.1834,-84.5333,-6.44,70,0,5.14,US,1675430529
540,havelock,34.8791,-76.9013,7.97,85,100,4.12,US,1675430745
541,udachnyy,66.4167,112.4,-30.31,82,99,1.56,RU,1675430745
542,valdemarpils,57.3707,22.5919,0.14,60,98,1.23,LV,1675430745
543,byumba,-1.5763,30.0675,17.11,48,90,2.42,RW,1675430746
544,oxapampa,-10.5775,-75.4017,16.51,94,100,0.63,PE,1675430746
545,eyl,7.9803,49.8164,26.64,56,6,10.17,SO,1675430747
546,ardmore,34.1743,-97.1436,-1.1,83,0,2.57,US,1675430325
547,aguimes,27.9054,-15.4461,17.35,59,20,2.57,ES,1675430747
548,mayumba,-3.432,10.6554,28.86,79,17,5.41,GA,1675430748
549,port lincoln,-34.7333,135.8667,15.19,66,3,5.78,AU,1675430748
550,athabasca,54.7169,-113.2854,-14.77,93,100,2.16,CA,1675430749
551,ulladulla,-35.35,150.4667,14.93,48,0,3.86,AU,1675430749
552,villazon,-22.0866,-65.5942,11.13,60,93,0.56,BO,1675430750
553,varhaug,58.6147,5.6457,6.55,89,100,7.73,NO,1675430750
554,teknaf,20.8624,92.3058,20.54,53,5,5.23,BD,1675430751
555,lilongwe,-13.9669,33.7873,24.11,64,40,3.6,MW,1675430751
556,prieska,-29.6641,22.7474,36.56,9,0,5.17,ZA,1675430752
557,tobias barreto,-11.1839,-37.9983,31.36,49,52,3.76,BR,1675430752
558,orsta,62.2029,6.1272,3.21,86,0,0.0,NO,1675430534
559,sayat,38.7839,63.8803,10.93,84,7,2.89,TM,1675430753
560,xingyi,24.1877,102.817,10.08,90,49,2.24,CN,1675430753
561,balsas,-7.5325,-46.0356,28.49,64,43,1.76,BR,1675430753
562,togur,58.3631,82.8265,-12.76,98,100,0.61,RU,1675430754
563,the valley,18.217,-63.0578,27.28,73,20,6.69,AI,1675430754
564,svetlyy,54.675,20.1347,0.54,70,100,5.49,RU,1675430755
565,same,-4.0667,37.7333,32.86,30,63,4.32,TZ,1675430755
566,pacifica,37.6138,-122.4869,12.7,88,100,6.17,US,1675430659
567,iquitos,-3.7481,-73.2472,25.02,94,75,1.54,PE,1675430756
568,vila,42.0304,-8.1588,10.94,47,0,0.98,PT,1675430038
569,iwanai,42.9744,140.5089,-5.12,84,100,4.35,JP,1675430757
570,maceio,-9.6658,-35.7353,30.69,62,75,6.69,BR,1675430757
571,sattahip,12.6664,100.9007,27.05,89,20,2.06,TH,1675430758
572,palauig,15.435,119.9045,26.02,80,99,2.09,PH,1675430758
573,kalininsk,51.5,44.4758,-2.18,87,100,2.04,RU,1675430758
574,balibago,15.1624,120.5954,27.29,61,75,2.06,PH,1675430759
575,huarmey,-10.0681,-78.1522,21.92,84,100,2.8,PE,1675430760
576,soure,-0.7167,-48.5233,27.48,76,99,4.15,BR,1675430760
577,ambilobe,-13.2,49.05,29.19,69,20,2.84,MG,1675430760
578,nanpara,27.8667,81.5,17.0,48,0,4.01,IN,1675430516
